,vacancy,spec_name_vac,id_empl,skill,date
6924,42945104,"Менеджер по продажам/Продавец-консультант (ТЦ Парк Хаус, ТЦ Акварель, ТЦ Омега)",544224,Розничная торговля,19-04-2021
6925,42945104,"Менеджер по продажам/Продавец-консультант (ТЦ Парк Хаус, ТЦ Акварель, ТЦ Омега)",544224,Прямые продажи,19-04-2021
6926,42945571,"Старший инженер-программист (DevOps, Development Operations Supply)",2100214,"Программирование, Разработка",19-04-2021
6927,42945571,"Старший инженер-программист (DevOps, Development Operations Supply)",2100214,Системы автоматизированного проектирования,19-04-2021
6928,42945571,"Старший инженер-программист (DevOps, Development Operations Supply)",2100214,Тестирование,19-04-2021
6929,42946417,Инженер-строитель,47100,Нежилые помещения,19-04-2021
6930,42946417,Инженер-строитель,47100,Землеустройство,19-04-2021
6931,42946417,Инженер-строитель,47100,Строительство,19-04-2021
6932,42946417,Инженер-строитель,47100,Инженер,19-04-2021
6933,42946417,Инженер-строитель,47100,Управление проектами,19-04-2021
6934,42946417,Инженер-строитель,47100,"Проектирование, Архитектура",19-04-2021
6935,42947631,Офис-менеджер,952855,Делопроизводство,19-04-2021
6936,42947631,Офис-менеджер,952855,Секретарь,19-04-2021
6937,42948558,Специалист по охране труда,4082616,Эксплуатация,19-04-2021
6938,42948558,Специалист по охране труда,4082616,Инженер,19-04-2021
6939,42948558,Специалист по охране труда,4082616,Эколог,19-04-2021
6940,42948558,Специалист по охране труда,4082616,Охрана труда,19-04-2021
6941,42948701,Учитель начальных классов,4907037,Преподавание,19-04-2021
6942,42952333,QA Engineer / Инженер по тестированию ПО (Middle),1517452,"Начальный уровень, Мало опыта",19-04-2021
6943,42952333,QA Engineer / Инженер по тестированию ПО (Middle),1517452,Инженер,19-04-2021
6944,42952333,QA Engineer / Инженер по тестированию ПО (Middle),1517452,Тестирование,19-04-2021
6945,42953783,Оператор call-центра,2748,Ввод данных,19-04-2021
6946,42953783,Оператор call-центра,2748,Сотрудник call-центра,19-04-2021
6947,42953783,Оператор call-центра,2748,Секретарь,19-04-2021
6948,42955238,"Специалист контактного центра Yota (Домашний агент, входящие звонки)",105904,"Начальный уровень, Мало опыта",19-04-2021
6949,42955238,"Специалист контактного центра Yota (Домашний агент, входящие звонки)",105904,"Поддержка, Helpdesk",19-04-2021
6950,42955238,"Специалист контактного центра Yota (Домашний агент, входящие звонки)",105904,Телекоммуникации,19-04-2021
6951,42955238,"Специалист контактного центра Yota (Домашний агент, входящие звонки)",105904,"Информационные технологии, Интернет, Мультимедиа",19-04-2021
6952,42955238,"Специалист контактного центра Yota (Домашний агент, входящие звонки)",105904,Консультирование,19-04-2021
6953,42955238,"Специалист контактного центра Yota (Домашний агент, входящие звонки)",105904,Сотрудник call-центра,19-04-2021
6954,42955254,Менеджер по развитию дилерской сети,13983,Цветные металлы,19-04-2021
6955,42955254,Менеджер по развитию дилерской сети,13983,Розничная торговля,19-04-2021
6956,42955254,Менеджер по развитию дилерской сети,13983,Строительные материалы,19-04-2021
6957,42955254,Менеджер по развитию дилерской сети,13983,Торговый представитель,19-04-2021
6958,42955254,Менеджер по развитию дилерской сети,13983,Менеджер по работе с клиентами,19-04-2021
6959,42955254,Менеджер по развитию дилерской сети,13983,Металлопрокат,19-04-2021
6960,42955555,Специалист по внедрению продукции в целлюлозно-бумажную промышленность (оптические отбеливатели),124322,Химическая промышленность,19-04-2021
6961,42955555,Специалист по внедрению продукции в целлюлозно-бумажную промышленность (оптические отбеливатели),124322,Технолог,19-04-2021
6962,42955557,Специалист по внедрению продукции в целлюлозно-бумажную промышленность (оптические отбеливатели),124322,Химическая промышленность,19-04-2021
6963,42955557,Специалист по внедрению продукции в целлюлозно-бумажную промышленность (оптические отбеливатели),124322,Технолог,19-04-2021
6964,42956012,Менеджер по продажам,81214,Автозапчасти,19-04-2021
6965,42956012,Менеджер по продажам,81214,Продажа,19-04-2021
6966,42956012,Менеджер по продажам,81214,"Автомобили, Запчасти",19-04-2021
6967,42956012,Менеджер по продажам,81214,Дистрибуция,19-04-2021
6968,42956012,Менеджер по продажам,81214,Оптовая торговля,19-04-2021
6969,42956012,Менеджер по продажам,81214,Менеджер по работе с клиентами,19-04-2021
6970,42956502,Переводчик с русского языка на татарский,1740,Письменный перевод,19-04-2021
6971,42956513,Переводчик с русского языка на татарский,1740,Письменный перевод,19-04-2021
6972,42956597,Специалист по кадровому администрированию,3379667,Учет кадров,19-04-2021
6973,42956865,Преподаватель кафедры реабилитологии и сестринского дела (Гигиена),1024633,Врач-эксперт,19-04-2021
6974,42956865,Преподаватель кафедры реабилитологии и сестринского дела (Гигиена),1024633,Лечащий врач,19-04-2021
6975,42956865,Преподаватель кафедры реабилитологии и сестринского дела (Гигиена),1024633,Медицинский советник,19-04-2021
6976,42956865,Преподаватель кафедры реабилитологии и сестринского дела (Гигиена),1024633,Преподавание,19-04-2021
6977,42957003,Переводчик с русского языка на татарский,1740,Письменный перевод,19-04-2021
6978,42957158,Переводчик с русского языка на татарский,1740,Письменный перевод,19-04-2021
6979,42957221,Инженер технической поддержки,3945,Сервисный инженер,19-04-2021
6980,42957221,Инженер технической поддержки,3945,Инсталляция и настройка оборудования,19-04-2021
6981,42957221,Инженер технической поддержки,3945,Инженер,19-04-2021
6982,42957221,Инженер технической поддержки,3945,"Поддержка, Helpdesk",19-04-2021
6983,42957626,Менеджер по продажам в отдел автострахования проекта Ильдар Авто-Подбор,4853262,Комплексное страхование физических лиц,19-04-2021
6984,42957626,Менеджер по продажам в отдел автострахования проекта Ильдар Авто-Подбор,4853262,Страхование ответственности,19-04-2021
6985,42957668,Менеджер по снабжению строительными материалами,42918,Управление закупками,19-04-2021
6986,42957668,Менеджер по снабжению строительными материалами,42918,Строительные материалы,19-04-2021
6987,42957834,Специалист отдела по работе с персоналом,962294,Учет кадров,19-04-2021
6988,42957836,Специалист по подбору персонала,962294,Рекрутмент,19-04-2021
6989,42958069,Менеджер по закупкам образцов,65617,Фармацевтическая промышленность,19-04-2021
6990,42958069,Менеджер по закупкам образцов,65617,Закупки и снабжение,19-04-2021
6991,42958069,Менеджер по закупкам образцов,65617,Управление закупками,19-04-2021
6992,42958069,Менеджер по закупкам образцов,65617,Логистика,19-04-2021
6993,42958069,Менеджер по закупкам образцов,65617,"Закупки, Снабжение",19-04-2021
6994,42958468,Специалист по сопровождению и поддержке корпоративных клиентов,1740,"Начальный уровень, Мало опыта",19-04-2021
6995,42958512,Специалист по обработке заявок,3776,Информационные технологии,19-04-2021
6996,42958512,Специалист по обработке заявок,3776,"Телекоммуникации, Сетевые решения",19-04-2021
6997,42958512,Специалист по обработке заявок,3776,"Продажи по телефону, Телемаркетинг",19-04-2021
6998,42958512,Специалист по обработке заявок,3776,Ввод данных,19-04-2021
6999,42958512,Специалист по обработке заявок,3776,"Начальный уровень, Мало опыта",19-04-2021
7000,42958512,Специалист по обработке заявок,3776,Сотрудник call-центра,19-04-2021
7001,42959286,Менеджер оптовых продаж,29858,"Текстиль, Одежда, Обувь",19-04-2021
7002,42959554,"Главный специалист Отдел по работе с подрядными организациями ООО ""Пурнефтегаз"" ЯНАО",909495,Нефть,19-04-2021
7003,42960275,Специалист по работе с недвижимостью,5123074,"Начальный уровень, Мало опыта",19-04-2021
7004,42960275,Специалист по работе с недвижимостью,5123074,Недвижимость,19-04-2021
7005,42960569,Менеджер отдела продаж,5123074,Оценка,19-04-2021
7006,42960569,Менеджер отдела продаж,5123074,Агент,19-04-2021
7007,42960569,Менеджер отдела продаж,5123074,Жилье,19-04-2021
7008,42960771,Специалист по работе с клиентами,5123074,Прямые продажи,19-04-2021
7009,42960771,Специалист по работе с клиентами,5123074,Управление продажами,19-04-2021
7010,42960771,Специалист по работе с клиентами,5123074,Менеджер по работе с клиентами,19-04-2021
7011,42960771,Специалист по работе с клиентами,5123074,"Начальный уровень, Мало опыта",19-04-2021
7012,42961234,Инженер по обслуживанию систем безопасности,2821791,Системы видеонаблюдения,19-04-2021
7013,42961234,Инженер по обслуживанию систем безопасности,2821791,Пожарная безопасность,19-04-2021
7014,42961238,Инженер,2821791,Системы видеонаблюдения,19-04-2021
7015,42961238,Инженер,2821791,Пожарная безопасность,19-04-2021
7016,42962522,Оператор расчетно-аналитической группы,1517702,Электроэнергетика,19-04-2021
7017,42962806,Менеджер по закупкам,561383,Продукты питания,19-04-2021
7018,42962806,Менеджер по закупкам,561383,"FMCG, Товары народного потребления",19-04-2021
7019,42962806,Менеджер по закупкам,561383,Электротехническое оборудование/светотехника,19-04-2021
7020,42962806,Менеджер по закупкам,561383,Управление закупками,19-04-2021
7021,42962806,Менеджер по закупкам,561383,"Автомобили, Запчасти",19-04-2021
7022,42962806,Менеджер по закупкам,561383,Строительные материалы,19-04-2021
7023,42963189,Специалист по подбору персонала / Рекрутер,17275,Рекрутмент,19-04-2021
7024,42963189,Специалист по подбору персонала / Рекрутер,17275,Управление персоналом,19-04-2021
7025,42963189,Специалист по подбору персонала / Рекрутер,17275,Другое,19-04-2021
7026,42963189,Специалист по подбору персонала / Рекрутер,17275,Развитие персонала,19-04-2021
7027,42963246,Менеджер по продаже рекламных возможностей,126068,Другое,19-04-2021
7028,42963246,Менеджер по продаже рекламных возможностей,126068,Рекламный агент,19-04-2021
7029,42963246,Менеджер по продаже рекламных возможностей,126068,Менеджмент продукта (Product manager),19-04-2021
7030,42963246,Менеджер по продаже рекламных возможностей,126068,Другое,19-04-2021
7031,42963246,Менеджер по продаже рекламных возможностей,126068,Другое,19-04-2021
7032,42963818,HR-специалист,1109661,Рекрутмент,19-04-2021
7033,42963818,HR-специалист,1109661,Управление персоналом,19-04-2021
7034,42963820,Оператор колл-центра,5016622,Сотрудник call-центра,19-04-2021
7035,42963820,Оператор колл-центра,5016622,Консультирование,19-04-2021
7036,42964303,Электрогазосварщик,924941,Сварщик,19-04-2021
7037,42964871,Технолог пищевого производства,1921034,"Инженер, Производство и переработка зерновых",19-04-2021
7038,42964900,PR менеджер,3497423,"Планирование, Размещение рекламы",19-04-2021
7039,42964900,PR менеджер,3497423,"Продвижение, Специальные мероприятия",19-04-2021
7040,42964900,PR менеджер,3497423,"PR, Маркетинговые коммуникации",19-04-2021
7041,42964900,PR менеджер,3497423,Управление проектами,19-04-2021
7042,42965051,Оператор отдела ресторанного обслуживания,3118037,"Начальный уровень, Мало опыта",19-04-2021
7043,42965051,Оператор отдела ресторанного обслуживания,3118037,"Официант, Бармен",19-04-2021
7044,42965051,Оператор отдела ресторанного обслуживания,3118037,"Размещение, Обслуживание гостей",19-04-2021
7045,42965051,Оператор отдела ресторанного обслуживания,3118037,Хостес,19-04-2021
7046,42965155,Инженер ПТО (Терминал Утренний),3920784,Строительство,19-04-2021
7047,42965155,Инженер ПТО (Терминал Утренний),3920784,Прораб,19-04-2021
7048,42965155,Инженер ПТО (Терминал Утренний),3920784,"Проектирование, Архитектура",19-04-2021
7049,42965155,Инженер ПТО (Терминал Утренний),3920784,Рабочие строительных специальностей,19-04-2021
7050,42965391,Менеджер по продажам,113923,Продажи,19-04-2021
7051,42965391,Менеджер по продажам,113923,Услуги для населения,19-04-2021
7052,42965391,Менеджер по продажам,113923,Прямые продажи,19-04-2021
7053,42965391,Менеджер по продажам,113923,Менеджер по работе с клиентами,19-04-2021
7054,42965497,Аналитик данных,3778246,Аналитик,19-04-2021
7055,42965839,Менеджер по маркетинговым исследованиям,3497423,"Проведение опросов, Интервьюер",19-04-2021
7056,42965839,Менеджер по маркетинговым исследованиям,3497423,"Планирование, Размещение рекламы",19-04-2021
7057,42965839,Менеджер по маркетинговым исследованиям,3497423,Исследования рынка,19-04-2021
7058,42965839,Менеджер по маркетинговым исследованиям,3497423,"Продвижение, Специальные мероприятия",19-04-2021
7059,42965839,Менеджер по маркетинговым исследованиям,3497423,Аналитик,19-04-2021
7060,42966095,Аналитик контакт-центра,1149,Сотрудник call-центра,19-04-2021
7061,42966095,Аналитик контакт-центра,1149,Коммерческий банк,19-04-2021
7062,42966482,Ведущий специалист по разработке (Разработчик),4181,Банковское ПО,19-04-2021
7063,42966482,Ведущий специалист по разработке (Разработчик),4181,"Программирование, Разработка",19-04-2021
7064,42966482,Ведущий специалист по разработке (Разработчик),4181,Инженер,19-04-2021
7065,42966482,Ведущий специалист по разработке (Разработчик),4181,"Поддержка, Helpdesk",19-04-2021
7066,42967174,Senior Software Engineer,3945,"Программирование, Разработка",19-04-2021
7067,42967174,Senior Software Engineer,3945,Инженер,19-04-2021
7068,42967174,Senior Software Engineer,3945,Телекоммуникации,19-04-2021
7069,42967970,Junior Front-end Developer,6198,"Начальный уровень, Мало опыта",19-04-2021
7070,42967970,Junior Front-end Developer,6198,"Программирование, Разработка",19-04-2021
7071,42967970,Junior Front-end Developer,6198,"Информационные технологии, Интернет, Мультимедиа",19-04-2021
7072,42968922,Ведущий юрисконсульт,3517219,Договорное право,19-04-2021
7073,42968922,Ведущий юрисконсульт,3517219,"Ценные бумаги, Рынки капитала",19-04-2021
7074,42968922,Ведущий юрисконсульт,3517219,Трудовое право,19-04-2021
7075,42968922,Ведущий юрисконсульт,3517219,Корпоративное право,19-04-2021
7076,42968922,Ведущий юрисконсульт,3517219,Юрисконсульт,19-04-2021
7077,42969137,Senior/Middle Front-end Developer,6198,"Программирование, Разработка",19-04-2021
7078,42976458,Руководитель отдела поискового продвижения (Старший SEO-специалист),120411,Управление персоналом,19-04-2021
7079,42976458,Руководитель отдела поискового продвижения (Старший SEO-специалист),120411,Развитие персонала,19-04-2021
7080,42976458,Руководитель отдела поискового продвижения (Старший SEO-специалист),120411,Оптимизация сайта (SEO),19-04-2021
7081,42976458,Руководитель отдела поискового продвижения (Старший SEO-специалист),120411,Интернет-маркетинг,19-04-2021
7082,42977109,Менеджер по продажам облачных сервисов,3116154,Продажи,19-04-2021
7083,42977109,Менеджер по продажам облачных сервисов,3116154,Развитие бизнеса,19-04-2021
7084,42977109,Менеджер по продажам облачных сервисов,3116154,Телекоммуникации,19-04-2021
7085,42977248,Специалист технической поддержки 2 линии (удаленная работа),1245158,Передача данных и доступ в интернет,19-04-2021
7086,42977248,Специалист технической поддержки 2 линии (удаленная работа),1245158,Банковское ПО,19-04-2021
7087,42977248,Специалист технической поддержки 2 линии (удаленная работа),1245158,"Программирование, Разработка",19-04-2021
7088,42977248,Специалист технической поддержки 2 линии (удаленная работа),1245158,Системный администратор,19-04-2021
7089,42977248,Специалист технической поддержки 2 линии (удаленная работа),1245158,Администратор баз данных,19-04-2021
7090,42977248,Специалист технической поддержки 2 линии (удаленная работа),1245158,Интернет,19-04-2021
7091,42977297,"Инженер по сетям (ХВС, ГВС, отопление, эл. снабжение)",47100,Инженер,19-04-2021
7092,42978339,Менеджер,5129144,Агент,19-04-2021
7093,42978339,Менеджер,5129144,Менеджер по работе с клиентами,19-04-2021
7094,42978339,Менеджер,5129144,Недвижимость,19-04-2021
7095,42979914,Менеджер по выдаче займов (Тольятти),1432137,Услуги для населения,19-04-2021
7096,42979914,Менеджер по выдаче займов (Тольятти),1432137,Финансовые услуги,19-04-2021
7097,42979914,Менеджер по выдаче займов (Тольятти),1432137,Продажа финансовых продуктов,19-04-2021
7098,42979948,Менеджер по закупкам,65617,Фармацевтика,19-04-2021
7099,42979948,Менеджер по закупкам,65617,Тендеры,19-04-2021
7100,42979948,Менеджер по закупкам,65617,Управление закупками,19-04-2021
7101,42980264,Инженер по организации и нормированию труда (ведущий инженер по организации и нормированию труда),151270,Электроэнергетика,19-04-2021
7102,42980688,Специалист по продажам,1417,Продажа,19-04-2021
7103,42980688,Специалист по продажам,1417,Розничная торговля,19-04-2021
7104,42980774,SEO-специалист,1688324,Оптимизация сайта (SEO),19-04-2021
7105,42980774,SEO-специалист,1688324,"PR, Маркетинговые коммуникации",19-04-2021
7106,42980844,Аккаунт менеджер,194915,"Начальный уровень, Мало опыта",19-04-2021
7107,42980844,Аккаунт менеджер,194915,Менеджер по работе с клиентами,19-04-2021
7108,42980844,Аккаунт менеджер,194915,Услуги для бизнеса,19-04-2021
7109,42980844,Аккаунт менеджер,194915,Менеджер по работе с клиентами,19-04-2021
7110,42980844,Аккаунт менеджер,194915,"Продажи по телефону, Телемаркетинг",19-04-2021
7111,42981071,PHP-разработчик,2633,Контент,19-04-2021
7112,42981071,PHP-разработчик,2633,CRM системы,19-04-2021
7113,42981071,PHP-разработчик,2633,Другое,19-04-2021
7114,42982197,Старший менеджер СТМ,44534,Закупки и снабжение,19-04-2021
7115,42982648,Менеджер по продажам,709203,"Станки, тяжелое оборудование",19-04-2021
7116,42984639,Специалист по логистике (Кинельский район),10409,Химическая промышленность,19-04-2021
7117,42984639,Специалист по логистике (Кинельский район),10409,Стройматериалы,19-04-2021
7118,42984639,Специалист по логистике (Кинельский район),10409,Автоперевозки,19-04-2021
7119,42984639,Специалист по логистике (Кинельский район),10409,Железнодорожные перевозки,19-04-2021
7120,42984639,Специалист по логистике (Кинельский район),10409,Логистика,19-04-2021
7121,42985207,Инженер электротехнической лаборатории,4352623,Инженер,19-04-2021
7122,42985571,Ведущий инженер электротехнической лаборатории,4352623,Инженер,19-04-2021
7123,42986012,Инженер по эксплуатации базовых станций и транспортной сети,4219,Сетевые технологии,19-04-2021
7124,42986012,Инженер по эксплуатации базовых станций и транспортной сети,4219,Инженер,19-04-2021
7125,42986012,Инженер по эксплуатации базовых станций и транспортной сети,4219,"Сотовые, Беспроводные технологии",19-04-2021
7126,42986012,Инженер по эксплуатации базовых станций и транспортной сети,4219,Телекоммуникации,19-04-2021
7127,42986258,Инженер-метролог,788011,Химическая промышленность,19-04-2021
7128,42986258,Инженер-метролог,788011,Пищевая промышленность,19-04-2021
7129,42986258,Инженер-метролог,788011,Фармацевтическая промышленность,19-04-2021
7130,42986258,Инженер-метролог,788011,Технолог,19-04-2021
7131,42986361,Менеджер по закупкам сельскохозяйственной продукции,2148279,Сельское хозяйство,19-04-2021
7132,42986361,Менеджер по закупкам сельскохозяйственной продукции,2148279,Сельхозпроизводство,19-04-2021
7133,42988812,Специалист по охране труда,4585836,Эксплуатация,19-04-2021
7134,42988812,Специалист по охране труда,4585836,Инженер,19-04-2021
7135,42988812,Специалист по охране труда,4585836,Эколог,19-04-2021
7136,42988812,Специалист по охране труда,4585836,Охрана труда,19-04-2021
7137,42989291,Наладчик автоматических линий,111932,Перемотчик,19-04-2021
7138,42989291,Наладчик автоматических линий,111932,"Комплектовщик, Укладчик-упаковщик",19-04-2021
7139,42989291,Наладчик автоматических линий,111932,Машинист производства,19-04-2021
7140,42989291,Наладчик автоматических линий,111932,Машиностроение,19-04-2021
7141,42989291,Наладчик автоматических линий,111932,Другое,19-04-2021
7142,42989291,Наладчик автоматических линий,111932,Металлургия,19-04-2021
7143,42990511,Переводчик с русского языка на английский,1740,Письменный перевод,19-04-2021
7144,42990522,Переводчик с русского языка на английский,1740,Письменный перевод,19-04-2021
7145,42990770,IOS Developer,87021,"Программирование, Разработка",19-04-2021
7146,42990888,Специалист по внедрению диспетчерских систем на базе SCADA WinCC OA,2163044,Инженер,19-04-2021
7147,42990938,Android Developer,87021,"Программирование, Разработка",19-04-2021
7148,42991382,Специалист PM (системотехник),None,Передача данных и доступ в интернет,19-04-2021
7149,42991382,Специалист PM (системотехник),None,Компьютерная безопасность,19-04-2021
7150,42991382,Специалист PM (системотехник),None,Системная интеграция,19-04-2021
7151,42991382,Специалист PM (системотехник),None,Контент,19-04-2021
7152,42991382,Специалист PM (системотехник),None,Другое,19-04-2021
7153,42991382,Специалист PM (системотехник),None,Интернет,19-04-2021
7154,42991759,Менеджер направления (отдел продаж),54979,"FMCG, Товары народного потребления",19-04-2021
7155,42991759,Менеджер направления (отдел продаж),54979,Розничная торговля,19-04-2021
7156,42991759,Менеджер направления (отдел продаж),54979,Дистрибуция,19-04-2021
7157,42991759,Менеджер направления (отдел продаж),54979,Управление продажами,19-04-2021
7158,42991759,Менеджер направления (отдел продаж),54979,Менеджер по работе с клиентами,19-04-2021
7159,42991759,Менеджер направления (отдел продаж),54979,Торговые сети,19-04-2021
7160,42992354,Менеджер отдела продаж,7350,Продажа,19-04-2021
7161,42992354,Менеджер отдела продаж,7350,"Начальный уровень, Мало опыта",19-04-2021
7162,42992354,Менеджер отдела продаж,7350,"Автомобили, Запчасти",19-04-2021
7163,42992354,Менеджер отдела продаж,7350,Прямые продажи,19-04-2021
7164,42992354,Менеджер отдела продаж,7350,Оптовая торговля,19-04-2021
7165,42992354,Менеджер отдела продаж,7350,"Станки, тяжелое оборудование",19-04-2021
7166,42992384,Технолог цеха ( разделение ШФЛУ),893156,Химическая промышленность,19-04-2021
7167,42992384,Технолог цеха ( разделение ШФЛУ),893156,Нефтепереработка,19-04-2021
7168,42992384,Технолог цеха ( разделение ШФЛУ),893156,Технолог,19-04-2021
7169,42992384,Технолог цеха ( разделение ШФЛУ),893156,Управление цехом,19-04-2021
7170,42992428,Старший специалист технической системы безопасности,1942336,Руководитель СБ,19-04-2021
7171,42992581,"Ведущий инженер ПТО (НВК, ОВИК) на строительный объекты",1988557,Строительство,19-04-2021
7172,42992800,Экономист/специалист по закупкам,2014241,Другое,19-04-2021
7173,42992869,Переводчик с русского языка на английский,1740,Письменный перевод,19-04-2021
7174,42993470,Переводчик с русского языка на английский,1740,Письменный перевод,19-04-2021
7175,42993896,Инженер по охране труда,49357,Охрана труда,19-04-2021
7176,42995054,Distribution Development Manager,205,"FMCG, Товары народного потребления",19-04-2021
7177,42995054,Distribution Development Manager,205,Дистрибуция,19-04-2021
7178,42997198,Сварщик ВОЛС,44272,Сервисный инженер,19-04-2021
7179,42997198,Сварщик ВОЛС,44272,Инсталляция и настройка оборудования,19-04-2021
7180,42997198,Сварщик ВОЛС,44272,Строительство,19-04-2021
7181,42997198,Сварщик ВОЛС,44272,Рабочие строительных специальностей,19-04-2021
7182,42997198,Сварщик ВОЛС,44272,Сварщик,19-04-2021
7183,42997291,Главный специалист по обслуживанию юридических лиц,3388,Кредиты,19-04-2021
7184,42997291,Главный специалист по обслуживанию юридических лиц,3388,Продажа финансовых продуктов,19-04-2021
7185,42997291,Главный специалист по обслуживанию юридических лиц,3388,Кредитование малого и среднего бизнеса,19-04-2021
7186,42997291,Главный специалист по обслуживанию юридических лиц,3388,Коммерческий банк,19-04-2021
7187,42999365,Менеджер по отгрузке запчастей в сервис,2476133,Другое,19-04-2021
7188,42999365,Менеджер по отгрузке запчастей в сервис,2476133,"Начальный уровень, Мало опыта",19-04-2021
7189,42999602,"Финансовый менеджер (ш Московское, д. 23)",599,Привлечение клиентов,19-04-2021
7190,42999602,"Финансовый менеджер (ш Московское, д. 23)",599,Продажа финансовых продуктов,19-04-2021
7191,42999602,"Финансовый менеджер (ш Московское, д. 23)",599,ОПЕРУ,19-04-2021
7192,42999602,"Финансовый менеджер (ш Московское, д. 23)",599,Коммерческий банк,19-04-2021
7193,42999696,Ведущий менеджер по работе с малым бизнесом (кредитование),599,Привлечение клиентов,19-04-2021
7194,42999696,Ведущий менеджер по работе с малым бизнесом (кредитование),599,Кредиты,19-04-2021
7195,42999696,Ведущий менеджер по работе с малым бизнесом (кредитование),599,Продажа финансовых продуктов,19-04-2021
7196,42999696,Ведущий менеджер по работе с малым бизнесом (кредитование),599,Кредитование малого и среднего бизнеса,19-04-2021
7197,42999696,Ведущий менеджер по работе с малым бизнесом (кредитование),599,Коммерческий банк,19-04-2021
7198,42999766,Старший специалист ИТ-закупок,4181,Тендеры,19-04-2021
7199,42999766,Старший специалист ИТ-закупок,4181,Управление закупками,19-04-2021
7200,42999766,Старший специалист ИТ-закупок,4181,Компьютерная техника,19-04-2021
7201,42999851,Программист 1-С (УК),3158955,"Программирование, Разработка",19-04-2021
7202,42999851,Программист 1-С (УК),3158955,Системный администратор,19-04-2021
7203,42999851,Программист 1-С (УК),3158955,Инженер,19-04-2021
7204,42999851,Программист 1-С (УК),3158955,Администратор баз данных,19-04-2021
7205,43000250,Переводчик с русского языка на немецкий,1740,Письменный перевод,19-04-2021
7206,43000261,Переводчик с русского языка на немецкий,1740,Письменный перевод,19-04-2021
7207,43000415,Специалист корпоративной отчетности по МСФО,3077756,Бухгалтер,19-04-2021
7208,43000415,Специалист корпоративной отчетности по МСФО,3077756,CIPA,19-04-2021
7209,43000415,Специалист корпоративной отчетности по МСФО,3077756,Учет счетов и платежей,19-04-2021
7210,43000415,Специалист корпоративной отчетности по МСФО,3077756,GAAP,19-04-2021
7211,43000415,Специалист корпоративной отчетности по МСФО,3077756,Финансовый анализ,19-04-2021
7212,43000415,Специалист корпоративной отчетности по МСФО,3077756,"МСФО, IFRS",19-04-2021
7213,43000672,Менеджер по работе с клиентами на удаленную работу,2156510,Другое,19-04-2021
7214,43000861,Переводчик с русского языка на немецкий,1740,Письменный перевод,19-04-2021
7215,43001025,Переводчик с русского языка на немецкий,1740,Письменный перевод,19-04-2021
7216,43001384,Оператор посудомоечного отделения (частичная занятость),4908,Рабочий персонал,19-04-2021
7217,43001384,Оператор посудомоечного отделения (частичная занятость),4908,"Производство, Технологии",19-04-2021
7218,43001384,Оператор посудомоечного отделения (частичная занятость),4908,Консультирование,19-04-2021
7219,43001384,Оператор посудомоечного отделения (частичная занятость),4908,"Туризм, Гостиницы, Рестораны",19-04-2021
7220,43002086,Ведущий специалист по организации труда и заработной плате,3517219,Компенсации и льготы,19-04-2021
7221,43002086,Ведущий специалист по организации труда и заработной плате,3517219,"Экономика, Менеджмент",19-04-2021
7222,43002086,Ведущий специалист по организации труда и заработной плате,3517219,Экономист,19-04-2021
7223,43002935,Специалист по сопровождению ПО,6591,"Начальный уровень, Мало опыта",19-04-2021
7224,43002935,Специалист по сопровождению ПО,6591,"Программирование, Разработка",19-04-2021
7225,43002935,Специалист по сопровождению ПО,6591,Системная интеграция,19-04-2021
7226,43002935,Специалист по сопровождению ПО,6591,Системный администратор,19-04-2021
7227,43002935,Специалист по сопровождению ПО,6591,"Поддержка, Helpdesk",19-04-2021
7228,43004119,Менеджер по привлечению корпоративных клиентов среднего бизнеса,78638,Привлечение клиентов,19-04-2021
7229,43004119,Менеджер по привлечению корпоративных клиентов среднего бизнеса,78638,Продажа финансовых продуктов,19-04-2021
7230,43004119,Менеджер по привлечению корпоративных клиентов среднего бизнеса,78638,Коммерческий банк,19-04-2021
7231,43004412,Сварщик,2761134,Машиностроение,19-04-2021
7232,43004619,Инженер по управлению сигнальной сетью и роумингом,3127,Инженер,19-04-2021
7233,43004619,Инженер по управлению сигнальной сетью и роумингом,3127,"Сотовые, Беспроводные технологии",19-04-2021
7234,43004619,Инженер по управлению сигнальной сетью и роумингом,3127,Телекоммуникации,19-04-2021
7235,43008504,Менеджер по продажам строительных материалов,2595390,Строительные материалы,19-04-2021
7236,43008504,Менеджер по продажам строительных материалов,2595390,Прямые продажи,19-04-2021
7237,43008504,Менеджер по продажам строительных материалов,2595390,Оптовая торговля,19-04-2021
7238,43008504,Менеджер по продажам строительных материалов,2595390,Менеджер по работе с клиентами,19-04-2021
7239,43008504,Менеджер по продажам строительных материалов,2595390,"Продажи по телефону, Телемаркетинг",19-04-2021
7240,43008724,Оператор на входящие звонки (удаленно),1740,Другое,19-04-2021
7241,43008724,Оператор на входящие звонки (удаленно),1740,Консультирование,19-04-2021
7242,43008724,Оператор на входящие звонки (удаленно),1740,"Начальный уровень, Мало опыта",19-04-2021
7243,43008724,Оператор на входящие звонки (удаленно),1740,Другое,19-04-2021
7244,43008724,Оператор на входящие звонки (удаленно),1740,"Начальный уровень, Мало опыта",19-04-2021
7245,43008724,Оператор на входящие звонки (удаленно),1740,Сотрудник call-центра,19-04-2021
7246,43015135,Оператор на входящие звонки (удаленно),1740,Другое,19-04-2021
7247,43015135,Оператор на входящие звонки (удаленно),1740,Консультирование,19-04-2021
