,vacancy,skill,prof
16068,43566752,Google Chrome,Инженер
16069,43566752,Точность и внимательность к деталям,Инженер
16070,43566752,Охрана труда и техника безопасности,Инженер
16071,43566752,Аудит системы управления охраной труда,Инженер
16072,43566752,Вводный инструктаж по охране труда и технике безопасности,Инженер
16073,43567128,Подбор персонала,Менеджер
16074,43567128,Управление персоналом,Менеджер
16075,43567128,Массовый подбор персонала,Менеджер
16076,43567128,Поиск и привлечение клиентов,Менеджер
16077,43567128,Работа в команде,Менеджер
16078,43567368,AutoCAD,Инженер
16079,43567368,Проектирование,Инженер
16080,43567368,Проектирование зданий и сооружений,Инженер
16081,43567368,Разработка проектной документации,Инженер
16082,43567368,нормативно-техническая документация,Инженер
16083,43567368,ПБ,Инженер
16084,43567368,оформление документации,Инженер
16085,43567368,ТУ,Инженер
16086,43567368,ЛИРА,Инженер
16087,43567368,Проектная документация,Инженер
16088,43567368,SCAD,Инженер
16089,43567368,Проектно-конструкторская деятельность,Инженер
16090,43567368,ЕСКД,Инженер
16091,43567393,Видеомонтаж,Инженер
16092,43567393,Видеосъемка,Инженер
16093,43567393,Английский язык,Инженер
16094,43567393,Пользователь ПК,Инженер
16095,43567393,Обработка видео,Инженер
16096,43567525,контроль технического состояния автомобилей,Менеджер
16097,43567525,эксплуатация автотранспорта,Менеджер
16098,43567525,учет ГСМ,Менеджер
16099,43567525,Логистика,Менеджер
16100,43567525,Оптимизация логистических процессов,Менеджер
16101,43567525,Транспортная логистика,Менеджер
16102,43567605,Участие в Тендерах,Специалист
16103,43567605,MS Outlook,Специалист
16104,43567605,Тендеры,Специалист
16105,43567605,MS PowerPoint,Специалист
16106,43567605,Электронный документооборот,Специалист
16107,43567785,Английский язык,Инженер
16108,43567785,Монтаж инженерных систем,Инженер
16109,43567785,Пользователь ПК,Инженер
16110,43567799,SQL,Аналитик
16111,43567799,Customer Service,Аналитик
16112,43568136,Английский язык,Инженер
16113,43568136,Пользователь ПК,Инженер
16114,43568456,Git,Программист
16115,43568456,MVC,Программист
16116,43568456,Yii,Программист
16117,43568456,Bootstrap,Программист
16118,43568456,Docker,Программист
16119,43568456,Laravel,Программист
16120,43568456,PHP,Программист
16121,43568456,SQL,Программист
16122,43568456,Symfony,Программист
16123,43568457,Git,Программист
16124,43568457,MVC,Программист
16125,43568457,Yii,Программист
16126,43568457,Bootstrap,Программист
16127,43568457,Docker,Программист
16128,43568457,Laravel,Программист
16129,43568457,PHP,Программист
16130,43568457,SQL,Программист
16131,43568457,Symfony,Программист
16132,43568539,Пользователь ПК,Инженер
16133,43568539,Деловое общение,Инженер
16134,43568539,Работа в команде,Инженер
16135,43568539,Грамотная речь,Инженер
16136,43568539,Mathcad,Инженер
16137,43568555,Грамотная речь,Инженер
16138,43568555,Системное мышление,Инженер
16139,43568555,Аналитическое мышление,Инженер
16140,43568555,Работа с людьми,Инженер
16141,43568555,Внутренний контроль,Инженер
16142,43568555,Пользователь ПК,Инженер
16143,43568555,Проведение аудитов,Инженер
16144,43568555,Управление задачами,Инженер
16145,43568555,Мониторинг процессов,Инженер
16146,43568555,Предложение по улучшению,Инженер
16147,43568555,Организаторские навыки,Инженер
16148,43568569,SAP,Специалист
16149,43568569,Телефонные переговоры,Специалист
16150,43568569,Грамотная речь,Специалист
16151,43568569,Пользователь ПК,Специалист
16152,43568569,Деловая переписка,Специалист
16153,43568569,B2G,Специалист
16154,43568569,Ведение переговоров,Специалист
16155,43568569,Делопроизводство,Специалист
16156,43568569,Ведение отчетности,Специалист
16157,43568569,Консультирование,Специалист
16158,43568765,Гранд-смета,Специалист
16159,43568765,SAP,Специалист
16160,43568765,Составление договоров,Специалист
16161,43568765,Договорная работа,Специалист
16162,43568864,Git,Программист
16163,43568864,PostgreSQL,Программист
16164,43568864,PHP,Программист
16165,43568864,Laravel,Программист
16166,43568875,Управление проектами,Специалист
16167,43568875,Договорная работа,Специалист
16168,43568875,Деловая переписка,Специалист
16169,43568875,Заключение договоров,Специалист
16170,43568875,Претензионная работа,Специалист
16171,43569143,Компас-3D,Технолог
16172,43569143,AutoCAD,Технолог
16173,43569143,Проектирование,Технолог
16174,43569143,Управление производством,Технолог
16175,43569143,Разработка технических заданий,Технолог
16176,43569705,C#,Программист
16177,43569705,MySQL,Программист
16178,43569705,ORM,Программист
16179,43569705,.NET Framework,Программист
16180,43569705,Mercurial,Программист
16181,43569705,MariaDB,Программист
16182,43569705,MongoDB,Программист
16183,43569705,NHibernate,Программист
16184,43569928,1С: Зарплата и кадры,Программист
16185,43569928,1С: Предприятие 8,Программист
16186,43569928,1С: Розница,Программист
16187,43569928,1С: Зарплата и управление персоналом,Программист
16188,43569941,Internet,Секретарь
16189,43569941,Телефонные переговоры,Секретарь
16190,43569941,Деловое общение,Секретарь
16191,43569941,Планирование рабочего дня руководителя,Секретарь
16192,43569941,Исполнение личных поручений руководителя,Секретарь
16193,43569952,Сметы,Инженер
16194,43569952,Гранд-смета,Инженер
16195,43569952,MS Outlook,Инженер
16196,43569952,Пользователь ПК,Инженер
16197,43569952,Обслуживание покупателей,Инженер
16198,43569952,Строительство,Инженер
16199,43569952,Участие в Тендерах,Инженер
16200,43569952,Гражданское строительство,Инженер
16201,43569952,Составление смет,Инженер
16202,43569952,Тендеры,Инженер
16203,43569952,подготовка технических предложений,Инженер
16204,43569988,1С: Документооборот,Программист
16205,43569988,1С программирование,Программист
16206,43569988,1С: Предприятие 8,Программист
16207,43569988,1С: Бухгалтерия,Программист
16208,43569988,Документооборот,Программист
16209,43569988,Обновление конфигурации 1С,Программист
16210,43569988,1С: Управление предприятием,Программист
16211,43570122,Холодные продажи,Менеджер
16212,43570122,Холодные звонки,Менеджер
16213,43570122,Работа с базами данных,Менеджер
16214,43570122,MS PowerPoint,Менеджер
16215,43570122,CRM,Менеджер
16216,43570311,Активные продажи,Менеджер
16217,43570311,Английский язык,Менеджер
16218,43570311,Грамотная речь,Менеджер
16219,43570311,CRM,Менеджер
16220,43570311,Телефонные переговоры,Менеджер
16221,43570311,Сопровождение клиентов,Менеджер
16222,43570311,Управление продажами,Менеджер
16223,43570311,Навыки продаж,Менеджер
16224,43570311,Развитие продаж,Менеджер
16225,43570381,Сварочные работы,Сварщик
16226,43570383,Сварочные работы,Сварщик
16227,43570473,1С: Зарплата и управление персоналом,Программист
16228,43570647,AutoCAD,Инженер
16229,43570647,Проектная документация,Инженер
16230,43570647,Инженерные системы,Инженер
16231,43570647,Разработка проектной документации,Инженер
16232,43570647,MS Visio,Инженер
16233,43570991,Консультативные продажи,Инженер
16234,43570991,Навыки презентации,Инженер
16235,43570991,Проведение презентаций,Инженер
16236,43570991,Сопровождение клиентов,Инженер
16237,43570991,Клиентоориентированность,Инженер
16238,43571528,Активные продажи,Менеджер
16239,43571528,MS PowerPoint,Менеджер
16240,43571528,Проведение презентаций,Менеджер
16241,43571528,Прямые продажи,Менеджер
16242,43571528,Отчетность,Менеджер
16243,43571528,Аналитика продаж,Менеджер
16244,43571528,Коммуникативные навыки,Менеджер
16245,43571528,Ведение переговоров,Менеджер
16246,43571528,1С: Торговля,Менеджер
16247,43571898,Ruby On Rails,Программист
16248,43571898,Ruby,Программист
16249,43571898,PostgreSQL,Программист
16250,43571997,Ориентация на клиента,Специалист
16251,43571997,Работа в команде,Специалист
16252,43571997,Ориентация на результат,Специалист
16253,43571997,Консультирование,Специалист
16254,43571997,Навыки межличностного общения,Специалист
16255,43571997,Клиентоориентированность,Специалист
16256,43571997,Телефонные переговоры,Специалист
16257,43572083,Инженерные системы,Инженер
16258,43572083,Ремонтные работы,Инженер
16259,43572083,Техническая эксплуатация,Инженер
16260,43572083,Организаторские навыки,Инженер
16261,43572083,Знание современного инженерного оборудования,Инженер
16262,43572083,Знание технического английского языка,Инженер
16263,43572083,Опыт в руководстве коллективом ИТР,Инженер
16264,43572093,Организация деловых поездок,Секретарь
16265,43572093,Обеспечение жизнедеятельности офиса,Секретарь
16266,43572093,Делопроизводство,Секретарь
16267,43572093,Бронирование билетов,Секретарь
16268,43572093,Пользователь ПК,Секретарь
16269,43572093,Прием посетителей,Секретарь
16270,43572093,Входящая корреспонденция,Секретарь
16271,43572093,Прием и распределение телефонных звонков,Секретарь
16272,43572093,Высокая скорость печати,Секретарь
16273,43572096,Заключение договоров,Менеджер
16274,43572096,Организаторские навыки,Менеджер
16275,43572096,Работа в команде,Менеджер
16276,43572096,Пользователь ПК,Менеджер
16277,43572096,Деловое общение,Менеджер
16278,43572125,CSS3,Инженер
16279,43572125,HTML5,Инженер
16280,43572125,Английский язык,Инженер
16281,43572125,MS Visual Studio,Инженер
16282,43572132,Разработка проектной документации,Инженер
16283,43572227,Английский язык,Специалист
16284,43572227,Работа в команде,Специалист
16285,43572227,Деловое общение,Специалист
16286,43572227,Грамотность,Специалист
16287,43572227,Жилая недвижимость,Специалист
16288,43572227,Активные продажи,Специалист
16289,43572227,Навыки продаж,Специалист
16290,43572227,Телефонные переговоры,Специалист
16291,43572280,Клиентоориентированность,Специалист
16292,43572280,Консультирование,Специалист
16293,43572280,Грамотная речь,Специалист
16294,43572280,Телефонные переговоры,Специалист
16295,43572280,CRM,Специалист
16296,43572432,ASP.NET,Программист
16297,43572432,MS SharePoint,Программист
16298,43572432,Английский язык,Программист
16299,43572432,C#,Программист
16300,43572432,MS SQL,Программист
16301,43572432,.NET Framework,Программист
16302,43572459,Активные продажи,Менеджер
16303,43572459,CRM,Менеджер
16304,43572459,Поиск и привлечение клиентов,Менеджер
16305,43572459,Грамотная речь,Менеджер
16306,43572459,B2B Продажи,Менеджер
16307,43572459,Навыки продаж,Менеджер
16308,43572459,Развитие продаж,Менеджер
16309,43572459,Работа в команде,Менеджер
16310,43572591,Активные продажи,Менеджер
16311,43572591,CRM,Менеджер
16312,43572591,Поиск и привлечение клиентов,Менеджер
16313,43572591,Грамотная речь,Менеджер
16314,43572591,B2B Продажи,Менеджер
16315,43572591,Навыки продаж,Менеджер
16316,43572591,Развитие продаж,Менеджер
16317,43572591,Работа в команде,Менеджер
16318,43572842,Консультирование клиентов,Специалист
16319,43572842,MS Outlook,Специалист
16320,43572842,Телефонные переговоры,Специалист
16321,43572842,Навыки продаж,Специалист
16322,43572842,Деловая коммуникация,Специалист
16323,43572842,Грамотная речь,Специалист
16324,43572842,Планирование карьеры,Специалист
16325,43572842,Работа с юридическими лицами,Специалист
16326,43572906,Поиск и привлечение клиентов,Менеджер
16327,43572906,Холодные продажи,Менеджер
16328,43572906,Trade-in,Менеджер
16329,43572906,Ведение клиентской базы,Менеджер
16330,43573267,Пользователь ПК,Специалист
16331,43573267,Учет товаров,Специалист
16332,43573267,Офисная техника,Специалист
16333,43573267,MS Internet Explorer,Специалист
16334,43573267,Учет остатков,Специалист
16335,43573578,Аналитическое мышление,Аналитик
16336,43573578,Аналитические исследования,Аналитик
16337,43573578,Системный подход,Аналитик
16338,43573578,Управление временем,Аналитик
16339,43573578,Мобильность,Аналитик
16340,43573578,Бизнес-моделирование,Аналитик
16341,43573578,Системное мышление,Аналитик
16342,43573578,Организаторские навыки,Аналитик
16343,43573578,Многозадачность,Аналитик
16344,43573578,Деловое общение,Аналитик
16345,43573578,Бизнес-планирование,Аналитик
16346,43573963,Управление проектами,Инженер
16347,43573963,Малоэтажное строительство,Инженер
16348,43573963,Управление командой,Инженер
16349,43573963,Гражданское строительство,Инженер
16350,43573963,Ориентация на результат,Инженер
16351,43573963,Навыки переговоров,Инженер
16352,43573963,Управленческие навыки,Инженер
16353,43573963,Сопровождение строительства,Инженер
16354,43574080,Поиск информации в интернет,Менеджер
16355,43574080,Деловая коммуникация,Менеджер
16356,43574542,Заключение договоров,Менеджер
16357,43574542,Организаторские навыки,Менеджер
16358,43574542,Работа в команде,Менеджер
16359,43574542,Пользователь ПК,Менеджер
16360,43574542,Деловое общение,Менеджер
16361,43574777,Кадровое делопроизводство,Специалист
16362,43574777,Делопроизводство,Специалист
16363,43574777,Первичная бухгалтерская документация,Специалист
16364,43574777,1С: Бухгалтерия,Специалист
16365,43574777,1C: Бухгалтерия,Специалист
16366,43575075,Проведение презентаций,Менеджер
16367,43575075,MS PowerPoint,Менеджер
16368,43575075,Инженерные системы,Менеджер
16369,43575075,Мобильность,Менеджер
16370,43575075,Поиск и привлечение клиентов,Менеджер
16371,43575075,Поиск проектов,Менеджер
16372,43575075,Поиск организаций,Менеджер
16373,43575075,Проектные организации,Менеджер
16374,43575075,Системы водоснабжения и отопления,Менеджер
16375,43575075,Знание рынка сантехнической продукции,Менеджер
16376,43575075,Трубопроводные системы,Менеджер
16377,43575075,Ведение переговоров,Менеджер
16378,43575445,B2B Продажи,Менеджер
16379,43575445,CRM,Менеджер
16380,43575445,Активные продажи,Менеджер
16381,43575445,Управление продажами,Менеджер
16382,43575445,Обучение и развитие,Менеджер
16383,43575493,Интернет-реклама,Менеджер
16384,43575493,Реклама,Менеджер
16385,43575493,Планирование,Менеджер
16386,43575493,План продвижения,Менеджер
16387,43575493,Мониторинг цен,Менеджер
16388,43575900,Разработка технических заданий,Аналитик
16389,43575900,Бизнес-анализ,Аналитик
16390,43575900,Ценные бумаги,Аналитик
16391,43575900,Системный анализ,Аналитик
16392,43575900,Проектная документация,Аналитик
16393,43575900,MS Visio,Аналитик
16394,43575900,SQL,Аналитик
16395,43575900,Информационные технологии,Аналитик
16396,43575940,Adobe Photoshop,Менеджер
16397,43575940,CorelDRAW,Менеджер
16398,43575940,Фотография,Менеджер
16399,43575940,Adobe Lightroom,Менеджер
16400,43575940,3ds Max,Менеджер
16401,43576866,SQL,Специалист
16402,43576866,Linux,Специалист
16403,43576994,Oracle Pl/SQL,Инженер
16404,43576994,SQL,Инженер
16405,43576994,ORACLE,Инженер
16406,43576994,Customer Support,Инженер
16407,43577368,Поиск и привлечение клиентов,Менеджер
16408,43577368,Грамотная речь,Менеджер
16409,43577368,CRM,Менеджер
16410,43577368,Навыки продаж,Менеджер
16411,43577368,Работа с возражениями,Менеджер
16412,43577368,Клиентоориентированность,Менеджер
16413,43577368,1С-Битрикс,Менеджер
16414,43577368,Навыки переговоров,Менеджер
16415,43577368,Работа в команде,Менеджер
16416,43577368,Обучение и развитие,Менеджер
16417,43577368,Активные продажи,Менеджер
16418,43577368,B2B Продажи,Менеджер
16419,43577368,Телефонные переговоры,Менеджер
16420,43577368,Развитие продаж,Менеджер
16421,43577368,1С: Предприятие 8,Менеджер
16422,43577764,Работа в команде,
16423,43577764,Поиск информации в интернет,
16424,43577764,SEO,
16425,43577764,Пользователь ПК,
16426,43580238,Управление персоналом,Менеджер
16427,43580238,Кадровый менеджмент,Менеджер
16428,43580238,Оценка персонала,Менеджер
16429,43580238,Подбор персонала,Менеджер
16430,43580238,Обучение персонала,Менеджер
16431,43580238,Аттестация персонала,Менеджер
16432,43580238,Собеседование,Менеджер
16433,43580238,Обучение и развитие,Менеджер
16434,43580238,Формирование планов по подбору персонала,Менеджер
16435,43580238,Организация массового подбора,Менеджер
16436,43580238,Кадровое планирование,Менеджер
16437,43580238,Оптимизация численности персонала,Менеджер
16438,43580238,оформление документации,Менеджер
16439,43580238,Автоматизация процессов управления персоналом,Менеджер
16440,43580238,Подбор производственного персонала,Менеджер
16441,43580238,Кадровая стратегия,Менеджер
16442,43580238,Проведение тестирований,Менеджер
16443,43581486,Деловое общение,Менеджер
16444,43581486,Деловая переписка,Менеджер
16445,43581486,Прямые продажи,Менеджер
16446,43581486,Электронная почта,Менеджер
16447,43581486,Активные продажи,Менеджер
16448,43581513,Работа в команде,Аналитик
16449,43581513,Оптимизация бизнес процессов,Аналитик
16450,43581513,Аналитические исследования,Аналитик
16451,43581513,Аналитический склад ума,Аналитик
16452,43581513,Анализ финансовых показателей,Аналитик
16453,43581513,Анализ бизнес показателей,Аналитик
16454,43581742,AutoCAD,Инженер
16455,43581742,Проектная документация,Инженер
16456,43581742,Инженерные системы,Инженер
16457,43581742,Документальное сопровождение,Инженер
16458,43581742,проектирование опс,Инженер
16459,43581742,АСУТП,Инженер
16460,43581742,Проектирование,Инженер
16461,43581742,Системы охранно-тревожной сигнализации,Инженер
16462,43581742,Проектирование АУПТ,Инженер
16463,43581742,проектирование СКУД,Инженер
16464,43582202,Холодные продажи,Менеджер
16465,43582202,Поиск и привлечение клиентов,Менеджер
16466,43582202,Активные продажи,Менеджер
16467,43582202,1С: Торговля,Менеджер
16468,43582202,Телефонные переговоры,Менеджер
16469,43582206,регистрация документации,Специалист
16470,43582206,Передача документации на исполнение,Специалист
16471,43582206,Организация хранения документации,Специалист
16472,43582206,Работа с большим объемом информации,Специалист
16473,43582206,Предварительное рассмотрение документации,Специалист
16474,43582206,Грамотная речь,Специалист
16475,43582206,Работа с базами данных,Специалист
16476,43582206,Электронный документооборот,Специалист
16477,43582206,Исходящая документация,Специалист
16478,43582206,входящая документация,Специалист
16479,43582206,Автоматизация документооборота,Специалист
16480,43583056,Кадровое делопроизводство,Менеджер
16481,43583056,1С: Управление персоналом,Менеджер
16482,43583056,1С: Зарплата и управление персоналом,Менеджер
16483,43583056,Разработка локальных нормативных актов,Менеджер
16484,43583265,Пожарная безопасность,Специалист
16485,43583265,Охрана труда и техника безопасности,Специалист
16486,43583265,ISO 9001:2008,Специалист
16487,43583265,Охрана труда,Специалист
16488,43583265,Проведение внутренних расследований,Специалист
16489,43583857,Гранд-смета,Инженер
16490,43583857,Сметы,Инженер
16491,43583857,Договоры подряда,Инженер
16492,43583857,Умение работать в коллективе,Инженер
16493,43583996,Adobe Photoshop,Менеджер
16494,43583996,Деловая переписка,Менеджер
16495,43583996,Event Management,Менеджер
16496,43583996,Организация мероприятий,Менеджер
16497,43583996,Управление проектами,Менеджер
16498,43583996,Ведение переговоров,Менеджер
16499,43583996,Подготовка презентаций,Менеджер
16500,43583996,Social Media Marketing,Менеджер
16501,43583996,Написание текстов,Менеджер
16502,43583996,MS PowerPoint,Менеджер
16503,43583996,Деловая коммуникация,Менеджер
16504,43583996,Написание статей,Менеджер
16505,43583996,Администрирование сайтов,Менеджер
16506,43583996,Маркетинговые коммуникации,Менеджер
16507,43583996,Деловое общение,Менеджер
16508,43583996,Грамотность,Менеджер
16509,43583996,Социальные сети,Менеджер
16510,43583996,Организация презентаций,Менеджер
16511,43585892,Пользователь ПК,Специалист
16512,43585892,Документальное сопровождение,Специалист
16513,43585892,Умение работать в команде,Специалист
16514,43585892,Ведение клиентской базы,Специалист
16515,43585892,Навыки работы с возражениями,Специалист
16516,43585894,Пользователь ПК,Специалист
16517,43585894,Умение работать в команде,Специалист
16518,43585894,Ведение клиентской базы,Специалист
16519,43585894,оформление документации,Специалист
16520,43586159,Знание устройства автомобиля,Специалист
16521,43586159,Мобильность,Специалист
16522,43586160,Знание устройства автомобиля,Специалист
16523,43586160,Мобильность,Специалист
16524,43586617,Грамотная речь,Менеджер
16525,43586617,Навыки презентации,Менеджер
16526,43586617,Поиск информации в интернет,Менеджер
16527,43586617,Грамотность,Менеджер
16528,43586617,Продажи через интернет,Менеджер
16529,43586617,Навыки составления отчетности,Менеджер
16530,43586617,оформление заказов,Менеджер
16531,43587357,Аналитическое мышление,Специалист
16532,43587357,нормы расхода металла,Специалист
16533,43587614,Пользователь ПК,Менеджер
16534,43587614,Техники продаж,Менеджер
16535,43587614,1С: Предприятие,Менеджер
16536,43587614,Работа с кассой,Менеджер
16537,43588698,Коммуникабельность,Менеджер
16538,43588698,Обучение и развитие,Менеджер
16539,43588698,Активные продажи,Менеджер
16540,43588698,Развитие продаж,Менеджер
16541,43588698,Работа в команде,Менеджер
16542,43588698,Деловая коммуникация,Менеджер
16543,43588698,Пользователь ПК,Менеджер
16544,43588698,Ориентация на результат,Менеджер
16545,43588698,Телефонные переговоры,Менеджер
16546,43588698,Навыки продаж,Менеджер
16547,43588698,Прямые продажи,Менеджер
16548,43588698,Деловое общение,Менеджер
16549,43588698,Грамотная речь,Менеджер
16550,43588698,Делопроизводство,Менеджер
16551,43588698,Навыки презентации,Менеджер
16552,43588698,Деловая переписка,Менеджер
16553,43588698,Заключение договоров,Менеджер
16554,43588698,Поиск и привлечение клиентов,Менеджер
16555,43588880,SEO-копирайтинг,Копирайтер
16556,43588880,Копирайтинг,Копирайтер
16557,43588880,SEO,Копирайтер
16558,43588880,Рерайтинг,Копирайтер
16559,43588880,Наполнение контентом,Копирайтер
16560,43588880,E-Mail Marketing,Копирайтер
16561,43588880,Google Docs,Копирайтер
16562,43588880,Социальные сети,Копирайтер
16563,43588880,Многозадачность,Копирайтер
16564,43588880,Поиск информации в интернет,Копирайтер
16565,43588880,Google Analytics,Копирайтер
16566,43588880,Администрирование сайтов,Копирайтер
16567,43588880,SEO оптимизация,Копирайтер
16568,43588880,Грамотность,Копирайтер
16569,43589008,Git,Инженер
16570,43589008,Python,Инженер
16571,43589008,Linux,Инженер
16572,43589008,MySQL,Инженер
16573,43589008,Nginx,Инженер
16574,43589018,Пользователь ПК,Специалист
16575,43589018,Организаторские навыки,Специалист
16576,43589018,Умение работать в команде,Специалист
16577,43589018,Навыки межличностного общения,Специалист
16578,43589018,Работа с оргтехникой,Специалист
16579,43590466,Atlassian Jira,Аналитик
16580,43592686,1С: Предприятие 8,Менеджер
16581,43592686,1С: Документооборот,Менеджер
16582,43592686,Документооборот,Менеджер
16583,43592686,Документальное сопровождение,Менеджер
16584,43592801,TypeScript,Программист
16585,43592801,JavaScript,Программист
16586,43592801,CSS,Программист
16587,43592801,HTML,Программист
16588,43592801,Node.js,Программист
16589,43592801,ООП,Программист
16590,43592969,3D Моделирование,Инженер
16591,43592969,ЕСКД,Инженер
16592,43593054,AutoCAD,Инженер
16593,43593054,Разработка проектной документации,Инженер
16594,43593054,Проектирование зданий и сооружений,Инженер
16595,43593054,Строительство,Инженер
16596,43593054,Проектная документация,Инженер
16597,43593069,MS PowerPoint,Специалист
16598,43593069,MS Outlook,Специалист
16599,43593069,Сметы,Специалист
16600,43593069,Работа в команде,Специалист
16601,43593069,Работа с большим объемом информации,Специалист
16602,43593096,Взаимодействие с контрольными органами,Инженер
16603,43593096,Пользователь ПК,Инженер
16604,43593096,Охрана труда и техника безопасности,Инженер
16605,43593096,Пожарная безопасность,Инженер
16606,43593096,Техническое обслуживание,Инженер
16607,43593429,Контроль качества,Специалист
16608,43593429,MS Outlook,Специалист
16609,43593429,Внутренний аудит,Специалист
16610,43593429,Управление качеством,Специалист
16611,43593550,AutoCAD,Инженер
16612,43593550,Инженерные системы,Инженер
16613,43593550,Гражданское строительство,Инженер
16614,43593550,Проектирование,Инженер
16615,43593842,Закупки,Специалист
16616,43593842,Закупка товаров и услуг,Специалист
16617,43593842,Планирование закупок,Специалист
16618,43593842,Оптимизация закупок,Специалист
16619,43593861,Деловая переписка,Менеджер
16620,43593861,MS Internet Explorer,Менеджер
16621,43593861,Пользователь ПК,Менеджер
16622,43593861,Adobe Lightroom,Менеджер
16623,43593861,1С: Документооборот,Менеджер
16624,43594014,Консультирование,Менеджер
16625,43594014,Грамотная речь,Менеджер
16626,43594014,Пользователь ПК,Менеджер
16627,43594014,Работа с клиентами,Менеджер
16628,43594014,Навыки работы с первичной документацией,Менеджер
16629,43594014,Консультирование клиентов,Менеджер
16630,43594014,Работа с людьми,Менеджер
16631,43594066,AutoCAD,Инженер
16632,43594066,Оценка недвижимости,Инженер
16633,43594066,Умение работать в команде,Инженер
16634,43594066,MS Publisher,Инженер
16635,43594066,MS Internet,Инженер
16636,43594301,Грамотность,Воспитатель
16637,43594301,Навыки межличностного общения,Воспитатель
16638,43594301,Обучение,Воспитатель
16639,43594407,Составление договоров,Менеджер
16640,43594407,Проведение переговоров,Менеджер
16641,43594407,Ведение переговоров,Менеджер
16642,43594407,Поиск и привлечение клиентов,Менеджер
16643,43594407,Активные продажи,Менеджер
16644,43594489,Активные продажи,Менеджер
16645,43594489,B2B Продажи,Менеджер
16646,43594489,Прямые продажи,Менеджер
16647,43594489,Ведение переговоров,Менеджер
16648,43594489,Работа в команде,Менеджер
16649,43594489,Поиск и привлечение клиентов,Менеджер
16650,43594489,Заключение договоров,Менеджер
16651,43594489,Телефонные переговоры,Менеджер
16652,43594598,Ремонтные работы,Инженер
16653,43594731,Точность и внимательность к деталям,Инженер
16654,43594731,Пользователь ПК,Инженер
16655,43594760,Грамотная речь,Специалист
16656,43594760,Консультирование,Специалист
16657,43594760,Пользователь ПК,Специалист
16658,43594760,Деловое общение,Специалист
16659,43594760,Офисная техника,Специалист
16660,43594760,Консультирование клиентов,Специалист
16661,43594760,Работа с клиентами,Специалист
16662,43594760,Навыки работы с первичной документацией,Специалист
16663,43594760,Работа с документами,Специалист
16664,43594760,Работа с людьми,Специалист
16665,43594771,Управление качеством,Менеджер
16666,43594771,Внутренний аудит,Менеджер
16667,43594771,MS PowerPoint,Менеджер
16668,43594771,Сертификация,Менеджер
16669,43594771,ФГИС,Менеджер
16670,43594897,Работа с базами данных,Специалист
16671,43594897,Метрология,Специалист
16672,43594897,средства измерений,Специалист
16673,43594897,Пользователь ПК,Специалист
16674,43594897,Работа с большим объемом информации,Специалист
16675,43594897,Поверка,Специалист
16676,43595496,Пользователь ПК,Инженер
16677,43595496,Строительство,Инженер
16678,43595496,Документальное сопровождение,Инженер
16679,43595496,Деловая этика,Инженер
16680,43595496,Сопровождение строительства,Инженер
16681,43595555,Ведение переговоров,Менеджер
16682,43595555,Участие в Тендерах,Менеджер
16683,43595555,Деловая переписка,Менеджер
16684,43595555,Деловое общение,Менеджер
16685,43595555,Пользователь ПК,Менеджер
16686,43595555,Грамотная речь,Менеджер
16687,43595555,Умение работать в команде,Менеджер
16688,43595555,Ориентация на результат,Менеджер
16689,43595555,подготовка документов для участия в тендерах,Менеджер
16690,43595555,Аналитические способности,Менеджер
16691,43595555,Умение планировать,Менеджер
16692,43595555,Навыки межличностного общения,Менеджер
16693,43595613,Графические редакторы,Менеджер
16694,43595613,CRM,Менеджер
16695,43595613,Обучение и развитие,Менеджер
16696,43595613,Работа с большим объемом информации,Менеджер
16697,43595613,Google Docs,Менеджер
16698,43595613,Контроль оформления документов,Менеджер
16699,43595613,Подготовка отчетов,Менеджер
16700,43595613,Adobe Photoshop,Менеджер
16701,43595613,Пользователь ПК,Менеджер
16702,43595613,Работа в команде,Менеджер
16703,43595613,Деловая переписка,Менеджер
16704,43595613,Грамотная речь,Менеджер
16705,43595642,Редакторская деятельность,Редактор
16706,43595642,Обучение и развитие,Редактор
16707,43595642,Google Docs,Редактор
16708,43595642,Аналитические способности,Редактор
16709,43595642,Ведение переговоров,Редактор
16710,43595642,Грамотная речь,Редактор
16711,43595642,Работа с большим объемом информации,Редактор
16712,43595642,Анализ данных,Редактор
16713,43595642,Корпоративная этика,Редактор
16714,43595642,MS Word,Редактор
16715,43595846,Деловая корреспонденция,Специалист
16716,43595846,Участие в Тендерах,Специалист
16717,43595846,Деловая этика,Специалист
16718,43595846,Тендеры,Специалист
16719,43595846,Работа с документами,Специалист
16720,43595846,Умение работать в коллективе,Специалист
16721,43595846,Пользователь ПК,Специалист
16722,43595926,Организаторские навыки,Менеджер
16723,43595926,Управление проектами,Менеджер
16724,43595926,Руководство коллективом,Менеджер
16725,43595926,Технический контроль производства,Менеджер
16726,43595926,Производственный контроль,Менеджер
16727,43595926,Работа с большим объемом информации,Менеджер
16728,43595963,Java,Программист
16729,43595963,Spring,Программист
16730,43596277,Обеспечение жизнедеятельности офиса,Менеджер
16731,43596277,Организация деловых поездок,Менеджер
16732,43596277,Деловая корреспонденция,Менеджер
16733,43596277,Исполнение личных поручений руководителя,Менеджер
16734,43596277,Административная поддержка руководителя,Менеджер
16735,43596277,Электронная почта,Менеджер
16736,43596277,Прием и распределение звонков,Менеджер
16737,43596277,Управление документооборотом,Менеджер
16738,43596277,Пользователь ПК,Менеджер
