,vacancy,skill,prof
22411,43784833,Умение работать в команде,Специалист
22412,43784833,Пользователь ПК,Специалист
22413,43784833,Пожарная безопасность,Специалист
22414,43784833,Пожарный аудит,Специалист
22415,43786987,Умение работать в команде,Инженер
22416,43786987,Ведение документации,Инженер
22417,43786987,Пользователь ПК,Инженер
22418,43786987,Умение планировать,Инженер
22419,43787795,Компас,Инженер
22420,43787795,знание систем газового анализа,Инженер
22421,43787795,знание принципов управления электрооборудования,Инженер
22422,43787944,Постановка задач разработчикам,Аналитик
22423,43787944,Работа в команде,Аналитик
22424,43787944,Системный анализ,Аналитик
22425,43787944,Аналитическое мышление,Аналитик
22426,43787944,API,Аналитик
22427,43788343,Знание системы КОМПАС-3D приветствуется,Менеджер
